Time,Day_of_week,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Vehicle_movement,Cause_of_accident,Accident_severity
2024-03-08 18:00:00,Tuesday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,No priority to vehicle,Slight Injury
2024-03-08 18:00:00,Tuesday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the left,Slight Injury
2024-03-08 18:00:00,Tuesday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Moving Backward,Slight Injury
2024-03-08 18:00:00,Tuesday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Driving carelessly,Slight Injury
2024-03-08 15:35:00,Friday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driving under the influence of drugs,Slight Injury
2024-03-08 15:35:00,Friday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the right,Slight Injury
2024-03-08 18:30:00,Thursday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,No priority to vehicle,Slight Injury
2024-03-08 18:30:00,Thursday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the right,Slight Injury
2024-03-08 18:30:00,Thursday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Driving to the left,Slight Injury
2024-03-08 13:50:00,Wednesday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Moving Backward,Serious Injury
2024-03-08 13:50:00,Wednesday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,No priority to vehicle,Serious Injury
2024-03-08 13:50:00,Wednesday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,No distancing,Serious Injury
2024-03-08 18:15:00,Tuesday,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Driving carelessly,Slight Injury
2024-03-08 18:15:00,Tuesday,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the left,Slight Injury
2024-03-08 15:45:00,Friday,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,No priority to vehicle,Slight Injury
2024-03-08 15:45:00,Friday,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,No priority to vehicle,Slight Injury
2024-03-08 14:20:00,Tuesday,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,Going straight,No distancing,Slight Injury
2024-03-08 14:20:00,Tuesday,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,Going straight,Driving to the left,Slight Injury
2024-03-08 22:04:00,Monday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Snow,Darkness - lights lit,Snow,Vehicle with vehicle collision,Going straight,Driving carelessly,Serious Injury
2024-03-08 22:04:00,Monday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Snow,Darkness - lights lit,Snow,Vehicle with vehicle collision,Going straight,Driving carelessly,Serious Injury
2024-03-08 22:04:00,Monday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Snow,Darkness - lights lit,Snow,Vehicle with vehicle collision,Going straight,Changing lane to the right,Serious Injury
2024-03-08 17:10:00,Tuesday,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Driving carelessly,Slight Injury
2024-03-08 17:10:00,Tuesday,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the left,Slight Injury
2024-03-08 09:00:00,Wednesday,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driving carelessly,Slight Injury
2024-03-08 09:00:00,Wednesday,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driving carelessly,Slight Injury
2024-03-08 03:59:00,Sunday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Other,Collision with roadside objects,Going straight,Driving under the influence of drugs,Slight Injury
2024-03-08 03:59:00,Sunday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Other,Collision with roadside objects,Going straight,Driving carelessly,Slight Injury
2024-03-08 15:15:00,Sunday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Windy,Vehicle with vehicle collision,Going straight,No distancing,Serious Injury
2024-03-08 15:15:00,Sunday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Windy,Vehicle with vehicle collision,Going straight,Driving carelessly,Serious Injury
2024-03-08 15:15:00,Sunday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Windy,Vehicle with vehicle collision,Going straight,Driving to the left,Serious Injury
2024-03-08 15:15:00,Sunday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Windy,Vehicle with vehicle collision,Going straight,Overtaking,Serious Injury
2024-03-08 08:39:00,Wednesday,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,No distancing,Serious Injury
2024-03-08 08:39:00,Wednesday,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driving carelessly,Serious Injury
2024-03-08 13:52:00,Wednesday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,No priority to vehicle,Slight Injury
2024-03-08 13:52:00,Wednesday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,No priority to vehicle,Slight Injury
2024-03-08 13:15:00,Friday,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,Going straight,No priority to vehicle,Slight Injury
2024-03-08 17:45:00,Wednesday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,No priority to vehicle,Slight Injury
2024-03-08 08:45:00,Monday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,No distancing,Slight Injury
2024-03-08 01:25:00,Saturday,Church areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,Going straight,Moving Backward,Slight Injury
2024-03-08 01:25:00,Saturday,Church areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,Going straight,No distancing,Slight Injury
2024-03-08 01:25:00,Saturday,Church areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,Going straight,Changing lane to the left,Slight Injury
2024-03-08 05:02:00,Saturday,Office areas,other,Tangent road with mountainous terrain and,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,Going straight,Changing lane to the left,Slight Injury
2024-03-08 08:40:00,Wednesday,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,No priority to pedestrian,Slight Injury
2024-03-08 17:55:00,Tuesday,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Moving Backward,Slight Injury
2024-03-08 17:55:00,Tuesday,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the left,Slight Injury
2024-03-08 14:20:00,Saturday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,No distancing,Slight Injury
2024-03-08 14:20:00,Saturday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,No priority to vehicle,Slight Injury
2024-03-08 14:20:00,Saturday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the right,Slight Injury
2024-03-08 14:20:00,Saturday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,No distancing,Slight Injury
2024-03-08 07:10:00,Tuesday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,No distancing,Slight Injury
2024-03-08 07:10:00,Tuesday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Getting off the vehicle improperly,Slight Injury
2024-03-08 19:42:00,Saturday,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,No priority to pedestrian,Serious Injury
2024-03-08 07:45:00,Tuesday,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the left,Serious Injury
2024-03-08 07:45:00,Tuesday,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,Going straight,No distancing,Serious Injury
2024-03-08 14:35:00,Wednesday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driving carelessly,Slight Injury
2024-03-08 14:35:00,Wednesday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,No distancing,Slight Injury
2024-03-08 16:16:00,Saturday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,Changing lane to the right,Slight Injury
2024-03-08 16:16:00,Saturday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,Overtaking,Slight Injury
2024-03-08 02:25:00,Thursday,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Reversing,Driving carelessly,Slight Injury
2024-03-08 17:55:00,Wednesday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Moving Backward,Slight Injury
2024-03-08 17:55:00,Wednesday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,No distancing,Slight Injury
2024-03-08 18:30:00,Thursday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,Going straight,Overtaking,Slight Injury
2024-03-08 18:30:00,Thursday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,Going straight,Driving carelessly,Slight Injury
2024-03-08 09:55:00,Thursday,Residential areas,Undivided Two way,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Other,Vehicle with vehicle collision,Going straight,Driving carelessly,Slight Injury
2024-03-08 13:58:00,Friday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,Getting off,Moving Backward,Slight Injury
2024-03-08 17:00:00,Tuesday,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,Going straight,Driving carelessly,Slight Injury
2024-03-08 09:15:00,Friday,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driving to the left,Slight Injury
2024-03-08 09:15:00,Friday,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the left,Slight Injury
2024-03-08 21:40:00,Wednesday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Windy,Vehicle with vehicle collision,Going straight,No distancing,Slight Injury
2024-03-08 21:40:00,Wednesday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Windy,Vehicle with vehicle collision,Going straight,No distancing,Slight Injury
2024-03-08 13:49:00,Monday,Office areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,Going straight,Changing lane to the right,Slight Injury
2024-03-08 13:49:00,Monday,Office areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,Going straight,Driving under the influence of drugs,Slight Injury
2024-03-08 11:55:00,Saturday,Office areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,Going straight,Changing lane to the right,Slight Injury
2024-03-08 11:55:00,Saturday,Office areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,Going straight,Changing lane to the left,Slight Injury
2024-03-08 19:00:00,Friday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Moving Backward,Slight Injury
2024-03-08 19:00:00,Friday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,No distancing,Slight Injury
2024-03-08 19:00:00,Friday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the right,Slight Injury
2024-03-08 19:00:00,Friday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Moving Backward,Slight Injury
2024-03-08 22:16:00,Wednesday,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,No distancing,Serious Injury
2024-03-08 22:16:00,Wednesday,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Driving to the left,Serious Injury
2024-03-08 22:16:00,Wednesday,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Driving to the left,Serious Injury
2024-03-08 12:43:00,Thursday,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Moving Backward,Slight Injury
2024-03-08 17:00:00,Wednesday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Moving Backward,Slight Injury
2024-03-08 17:00:00,Wednesday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Overtaking,Slight Injury
2024-03-08 18:55:00,Thursday,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driving carelessly,Slight Injury
2024-03-08 18:55:00,Thursday,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the left,Slight Injury
2024-03-08 18:55:00,Thursday,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driving under the influence of drugs,Slight Injury
2024-03-08 16:40:00,Friday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,No distancing,Slight Injury
2024-03-08 07:44:00,Tuesday,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Moving Backward,Slight Injury
2024-03-08 07:44:00,Tuesday,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the left,Slight Injury
2024-03-08 07:44:00,Tuesday,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the right,Slight Injury
2024-03-08 13:20:00,Friday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Reversing,No distancing,Slight Injury
2024-03-08 13:20:00,Friday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Reversing,Driving at high speed,Slight Injury
2024-03-08 16:05:00,Friday,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the right,Slight Injury
2024-03-08 16:05:00,Friday,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,No priority to vehicle,Slight Injury
2024-03-08 17:33:00,Saturday,Other,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,Going straight,No distancing,Slight Injury
2024-03-08 19:56:00,Tuesday,Church areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,Going straight,Turnover,Slight Injury
2024-03-08 19:56:00,Tuesday,Church areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,Going straight,No distancing,Slight Injury
2024-03-08 07:40:00,Thursday,Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the right,Slight Injury
2024-03-08 07:28:00,Friday,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Collision with pedestrians,Going straight,No distancing,Slight Injury
2024-03-08 07:28:00,Friday,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Collision with pedestrians,Going straight,Changing lane to the left,Slight Injury
2024-03-08 13:10:00,Saturday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driving carelessly,Slight Injury
2024-03-08 13:10:00,Saturday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the right,Slight Injury
2024-03-08 13:10:00,Saturday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,No priority to vehicle,Slight Injury
2024-03-08 13:10:00,Saturday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,No distancing,Slight Injury
2024-03-08 21:39:00,Saturday,Office areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Darkness - lights lit,Unknown,Vehicle with vehicle collision,Going straight,No priority to pedestrian,Slight Injury
2024-03-08 21:39:00,Saturday,Office areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Darkness - lights lit,Unknown,Vehicle with vehicle collision,Going straight,No priority to pedestrian,Slight Injury
2024-03-08 21:50:00,Monday,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,Going straight,No priority to vehicle,Slight Injury
2024-03-08 21:50:00,Monday,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,Going straight,Changing lane to the left,Slight Injury
2024-03-08 19:49:00,Wednesday,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,Going straight,Changing lane to the left,Slight Injury
2024-03-08 19:49:00,Wednesday,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,Going straight,No distancing,Slight Injury
2024-03-08 17:53:00,Wednesday,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,No priority to vehicle,Slight Injury
2024-03-08 17:53:00,Wednesday,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,No distancing,Slight Injury
2024-03-08 10:53:00,Saturday,Hospital areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,Going straight,No distancing,Slight Injury
2024-03-08 10:53:00,Saturday,Hospital areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,Going straight,Changing lane to the right,Slight Injury
2024-03-08 17:05:00,Monday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the left,Serious Injury
2024-03-08 17:05:00,Monday,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,No distancing,Serious Injury
2024-03-08 08:00:00,Tuesday,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Overturning,Slight Injury
2024-03-08 08:00:00,Tuesday,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,No priority to vehicle,Slight Injury
2024-03-08 08:55:00,Thursday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Moving Backward,Slight Injury
2024-03-08 08:55:00,Thursday,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driving under the influence of drugs,Slight Injury
2024-03-08 16:35:00,Tuesday,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Moving Backward,Slight Injury
2024-03-08 16:35:00,Tuesday,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the right,Slight Injury
2024-03-08 16:35:00,Tuesday,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Overspeed,Slight Injury
2024-03-08 19:32:00,Wednesday,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Driving under the influence of drugs,Slight Injury
2024-03-08 19:32:00,Wednesday,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Driving carelessly,Slight Injury
2024-03-08 19:32:00,Wednesday,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,No distancing,Slight Injury
